review_text,clean_text,sentiment,predicted_sentiment,positive_probability,possible_reason
Kasi voucher tu gofood ajah gak usah yg lain gilirian akun baru banyak voucher gofood nya giliran akun lama hampir gak adaaneh ini malahan ngasi vucher goridema gocar ngapain udah tau sy sangat jrang pakai nya setahun palingan sekalali,kasi voucher tu gofood ajah usah gilirian akun baru banyak voucher gofood gilir akun lama hampir adaaneh malah ngasi vucher goridema gocar ngapain sy sangat jrang pakai setahun palingan sekalali,positive,negative,0.1276576379892242,"Kemungkinan ada sarkasme, typo, slang, atau konteks domain yang sulit ditangkap model."
Gotix tiba tiba tidak ada di aplikasi gojek saya bagaimana caranya supaya kembali,gotix tiba tiba bagaimana cara,positive,negative,0.11697178009319181,"Kemungkinan ada sarkasme, typo, slang, atau konteks domain yang sulit ditangkap model."
bayar gopaylater nya lama harus nunggu 25 hari,bayar gopaylater lama nunggu hari,positive,negative,0.11382270842131438,"Kemungkinan ada sarkasme, typo, slang, atau konteks domain yang sulit ditangkap model."
Aneh mesen goride drivernya belom sampe tapi udah terkonfirmasi udah sampe jadi gabisa di cancel,aneh mesen goride drivernya bom sampe terkonfirmasi sampe jadi gabisa cancel,positive,negative,0.10770362634563932,Review mengandung opini campuran atau kontras seperti 'tapi/namun'.
Katanya dikenakan biaya 2 nyatanya tiap transaksi malah kena 495 pdhal udh berharap bener nyatanya di coba terus bgtu,kata dikenakan biaya nyata tiap transaksi malah kena pdhal udh harap bener nyata coba terus bgtu,positive,negative,0.10574440610767072,"Kemungkinan ada sarkasme, typo, slang, atau konteks domain yang sulit ditangkap model."
Cool Yee semakin diupdate semakin lemot  pesanan terdekat menunggu sampe setengah jam,cool yee makin diupdate makin lot pesan dekat tunggu sampe tengah jam,positive,negative,0.09034170231273633,"Kemungkinan ada sarkasme, typo, slang, atau konteks domain yang sulit ditangkap model."
Kok saya mau tf ke bank Tp ga bisa yapdhl udh di upgradetolong dong jngn di persulit Saya mau bayar cicilan,kok mau tf bank tp yapdhl udh upgradetolong jngn sulit mau bayar cicil,positive,negative,0.08106712693308012,Review mengandung opini campuran atau kontras seperti 'tapi/namun'.
Saya top up 10K  3x yg masuk saldo cuman 10K doang  gmn ini saldo saya  duit ilang  saldo cmn ke isi 1x,top up masuk saldo cuman doang gmn saldo duit ilang saldo cmn isi,positive,negative,0.06790085715505678,"Kemungkinan ada sarkasme, typo, slang, atau konteks domain yang sulit ditangkap model."
gopaylater saya tiba2 di blokir tanpa sebab padahal pembayaran selalu tepat waktu dan jumlah selalu sesuai tidak ada penjelasan dari cs terkait alasan kenapa aku saya di blokir,gopaylater tiba blokir padahal bayar selalu tepat waktu jumlah selalu sesuai jelas cs kait alas aku blokir,positive,negative,0.061584986099425296,Review mengandung opini campuran atau kontras seperti 'tapi/namun'.
BIAR DI BACA SEMUA ORANG MAU TUTP AKUN SUSAH BANGET KATANYA MASIH ADA TAGIHAN GOPAY LATER SEPERAK PUN GW GA PUNYA UTANG DI GOPAY LATER  JANGAN YANG ANEH2 YA PERUSAHAAN BESAR KOK KAYA BEGINI CARA KERJANYA,baca semua orang mau tutp akun susah banget kata tagih gopay later seperak gw punya utang gopay later jangan aneh usaha besar kok kaya begini cara kerjanya,positive,negative,0.03392929853365696,"Kemungkinan ada sarkasme, typo, slang, atau konteks domain yang sulit ditangkap model."
Sebenernya sudah bagus sihcuma kemarin ada kendala waktu mau pakai gopaylatertgl 18 des 2023 tagihan sudah lunastapi tgl 19 des 2023 mau transaksi di tokopedia malah gak bisa dipakek katanya coba lagidicoba lagi malah gak ada pilihan gopaylaternya saya coba sampek besoknya juga masih samapilihan gopaylaternya hilang padahal di app limitnya ada dan gak ada keterangan apa2 baru kemarin tgl 23 des 2023 buka gofood baru di situ tau kalo diblokir ini kenapa ya padahal saya gak telat bayar,sebenernya bagus sihcuma kemarin kendala waktu mau pakai gopaylatertgl des tagih lunastapi tgl des mau transaksi tokopedia malah dipakek kata coba lagidicoba malah pilih gopaylaternya coba sampek besoknya samapilihan gopaylaternya hilang padahal limit terang apa baru kemarin tgl des buka gofood baru situ kalo blokir padahal telat bayar,positive,negative,0.01776023683998898,Review mengandung opini campuran atau kontras seperti 'tapi/namun'.
